RD0001,00138c00,58,24_001
RD1621,047a6400,0e,STAR_TREK_THE_NEXT_GEN_018
RD1622,047ad600,0f,STAR_TREK_THE_NEXT_GEN_019
RD1623,047b5000,01,STAR_TREK_THE_NEXT_GEN_020
RD1624,047b5a00,1c,STAR_TREK_THE_NEXT_GEN_021
RD1625,047c3c00,17,STAR_TREK_THE_NEXT_GEN_022
RD1626,047cf600,09,STAR_TREK_THE_NEXT_GEN_023
RD1627,047d4000,07,STAR_TREK_THE_NEXT_GEN_024
RD1628,047d7a00,19,STAR_TREK_THE_NEXT_GEN_025
RD1629,047e4400,19,STAR_TREK_THE_NEXT_GEN_026
RD1630,047f0e00,1a,STAR_TREK_THE_NEXT_GEN_027
RD1631,047fe000,11,STAR_TREK_THE_NEXT_GEN_028
RD1632,04806a00,03,STAR_TREK_THE_NEXT_GEN_029
RD1633,04808400,02,STAR_TREK_THE_NEXT_GEN_030
RD1634,04809600,10,STAR_TREK_THE_NEXT_GEN_031
RD1635,04811800,10,STAR_TREK_THE_NEXT_GEN_032
RD1636,04819a00,02,STAR_TREK_THE_NEXT_GEN_033
RD1637,0481ac00,0f,STAR_TREK_THE_NEXT_GEN_034
RD1638,04822600,0c,STAR_TREK_THE_NEXT_GEN_035
RD1639,04828800,08,STAR_TREK_THE_NEXT_GEN_036
RD1640,0482ca00,06,STAR_TREK_THE_NEXT_GEN_037
RD1641,0482fc00,06,STAR_TREK_THE_NEXT_GEN_038
RD1642,04832e00,05,STAR_TREK_THE_NEXT_GEN_039
RD1643,04835800,05,STAR_TREK_THE_NEXT_GEN_040
RD1644,04838200,19,STAR_TREK_THE_NEXT_GEN_041
RD1645,04844c00,01,STAR_TREK_THE_NEXT_GEN_042
RD1646,04845600,01,STAR_TREK_THE_NEXT_GEN_043
RD1647,04846000,0d,STAR_TREK_THE_NEXT_GEN_044
RD1648,0484ca00,12,STAR_TREK_THE_NEXT_GEN_045
RD1649,04855c00,06,STAR_TREK_THE_NEXT_GEN_046
RD1650,04858e00,08,STAR_TREK_THE_NEXT_GEN_047
RD1651,0485d000,06,STAR_TREK_THE_NEXT_GEN_048
RD1652,04860200,04,STAR_TREK_THE_NEXT_GEN_049
RD1653,04862400,05,STAR_TREK_THE_NEXT_GEN_050
RD1654,04864e00,0a,STAR_TREK_THE_NEXT_GEN_051
RD1655,0486a000,0e,STAR_TREK_THE_NEXT_GEN_052
RD1656,04871200,16,STERN_LOGOTYPE_001
RD1657,0487c400,0b,TERMINATOR_2_001
RD1658,04881e00,02,TERMINATOR_2_002
RD1659,04883000,01,TERMINATOR_2_003
RD1660,04883a00,02,THE_ADDAMS_FAMILY_001
RD1661,04884c00,06,THE_ADDAMS_FAMILY_002
RD1662,04887e00,08,THE_ADDAMS_FAMILY_003
RD1663,0488c000,13,THE_ADDAMS_FAMILY_004
RD1664,04895a00,01,THE_ADDAMS_FAMILY_005
RD1665,04896400,02,THE_ADDAMS_FAMILY_006
RD1666,04897600,02,THE_ADDAMS_FAMILY_007
RD1667,04898800,04,THE_ADDAMS_FAMILY_008
RD1668,0489aa00,03,THE_ADDAMS_FAMILY_009
RD1669,0489c400,09,THE_ADDAMS_FAMILY_010
RD1670,048a0e00,0c,THE_ADDAMS_FAMILY_011
RD1671,048a7000,06,THE_ADDAMS_FAMILY_012
RD1672,048aa200,0a,THE_ADDAMS_FAMILY_013
RD1673,048af400,07,THE_ADDAMS_FAMILY_014
RD1674,048b2e00,02,THE_ADDAMS_FAMILY_015
RD1675,048b4000,06,THE_ADDAMS_FAMILY_016
RD1676,048b7200,02,THE_CHAMPION_PUB_001
RD1677,048b8400,09,THE_CHAMPION_PUB_002
RD1678,048bce00,0f,THE_CHAMPION_PUB_003
RD1679,048c4800,17,THE_CHAMPION_PUB_004
RD1680,048d0200,19,THE_CHAMPION_PUB_005
RD1681,048dcc00,0c,THE_CHAMPION_PUB_006
RD1682,048e2e00,42,THE_CHAMPION_PUB_007
RD1683,04904000,01,THE_CHAMPION_PUB_008
RD1684,04904a00,09,THE_CHAMPION_PUB_009
RD1685,04909400,16,THE_CHAMPION_PUB_010
RD1686,04914600,09,THE_CHAMPION_PUB_011
RD1687,04919000,02,THE_CHAMPION_PUB_012
RD1688,0491a200,03,THE_CHAMPION_PUB_013
RD1689,0491bc00,09,THE_CHAMPION_PUB_014
RD1690,04920600,02,THE_CHAMPION_PUB_015
RD1691,04921800,03,THE_CHAMPION_PUB_016
RD1692,04923200,07,THE_CHAMPION_PUB_017
RD1693,04926c00,02,THE_CHAMPION_PUB_018
RD1694,04927e00,02,THE_CHAMPION_PUB_019
RD1695,04929000,02,THE_CHAMPION_PUB_020
RD1696,0492a200,02,THE_CHAMPION_PUB_021
RD1697,0492b400,05,THE_CHAMPION_PUB_022
RD1698,0492de00,01,THE_CHAMPION_PUB_023
RD1699,0492e800,02,THE_CHAMPION_PUB_024
RD1700,0492fa00,06,THE_CHAMPION_PUB_025
RD1701,04932c00,02,THE_CHAMPION_PUB_026
RD1702,04933e00,01,THE_CHAMPION_PUB_027
RD1703,04934800,02,THE_CHAMPION_PUB_028
RD1704,04935a00,02,THE_CHAMPION_PUB_029
RD1705,04936c00,03,THE_CHAMPION_PUB_030
RD1706,04938600,02,THE_CHAMPION_PUB_031
RD1707,04939800,02,THE_CHAMPION_PUB_032
RD1708,0493aa00,02,THE_CHAMPION_PUB_033
RD1709,0493bc00,06,THE_CHAMPION_PUB_034
RD1710,0493ee00,02,THE_CHAMPION_PUB_035
RD1711,04940000,02,THE_CHAMPION_PUB_036
RD1712,04941200,03,THE_CHAMPION_PUB_037
RD1713,04942c00,02,THE_CHAMPION_PUB_038
RD1714,04943e00,03,THE_CHAMPION_PUB_039
RD1715,04945800,05,THE_CHAMPION_PUB_040
RD1716,04948200,02,THE_CHAMPION_PUB_041
RD1717,04949400,03,THE_CHAMPION_PUB_042
RD1718,0494ae00,05,THE_CHAMPION_PUB_043
RD1719,0494d800,04,THE_CHAMPION_PUB_044
RD1720,0494fa00,03,THE_CHAMPION_PUB_045
RD1721,04951400,05,THE_CHAMPION_PUB_046
RD1722,04953e00,03,THE_CHAMPION_PUB_047
RD1723,04955800,02,THE_CHAMPION_PUB_048
RD1724,04956a00,0a,THE_CHAMPION_PUB_049
RD1725,0495bc00,12,THE_CHAMPION_PUB_050
RD1726,04964e00,08,THE_CHAMPION_PUB_051
RD1727,04969000,18,THE_CHAMPION_PUB_052
RD1728,04975200,1a,THE_CHAMPION_PUB_053
RD1729,04982400,0b,THE_CHAMPION_PUB_054
RD1730,04987e00,15,THE_CHAMPION_PUB_055
RD1731,04992800,01,THE_CHAMPION_PUB_056
RD1732,04993200,01,THE_CHAMPION_PUB_057
RD1733,04993c00,01,THE_CHAMPION_PUB_058
RD1734,04994600,01,THE_CHAMPION_PUB_059
RD1735,04995000,01,THE_CHAMPION_PUB_060
RD1736,04995a00,01,THE_CHAMPION_PUB_061
RD1737,04996400,01,THE_CHAMPION_PUB_062
RD1738,04996e00,06,THE_CHAMPION_PUB_063
RD1739,0499a000,58,THE_CHAMPION_PUB_064
RD1740,049c6200,10,THE_CHAMPION_PUB_065
RD1741,049ce400,05,THE_CHAMPION_PUB_066
RD1742,049d0e00,01,THE_CHAMPION_PUB_067
RD1743,049d1800,01,THE_CHAMPION_PUB_068
RD1744,049d2200,07,THE_GETAWAY_HIGH_SPEED_II_001
RD1745,049d5c00,10,THE_GETAWAY_HIGH_SPEED_II_002
RD1746,049dde00,02,THE_GETAWAY_HIGH_SPEED_II_003
RD1747,049df000,0d,THE_GETAWAY_HIGH_SPEED_II_004
RD1748,049e5a00,08,THE_GETAWAY_HIGH_SPEED_II_005
RD1749,049e9c00,1f,THE_GETAWAY_HIGH_SPEED_II_006
RD1750,049f9600,09,THE_GETAWAY_HIGH_SPEED_II_007
RD1751,049fe000,11,THE_GETAWAY_HIGH_SPEED_II_008
RD1752,04a06a00,13,THE_GETAWAY_HIGH_SPEED_II_009
RD1753,04a10400,0f,THE_GETAWAY_HIGH_SPEED_II_010
RD1754,04a17e00,11,THE_ROLLING_STONES_001
RD1755,04a20800,0f,THE_ROLLING_STONES_002
RD1756,04a28200,1e,THE_ROLLING_STONES_003
RD1757,04a37400,08,THE_ROLLING_STONES_004
RD1758,04a3b600,08,THE_ROLLING_STONES_005
RD1759,04a3f800,0a,THE_ROLLING_STONES_006
RD1760,04a44a00,02,THE_SHADOW_001
RD1761,04a45c00,14,THE_SHADOW_002
RD1762,04a4fe00,08,THE_SHADOW_003
RD1763,04a54000,12,THE_SHADOW_004
RD1764,04a5d200,12,THE_SHADOW_005
RD1765,04a66400,0c,THE_SHADOW_006
RD1766,04a6c600,1a,THE_SHADOW_007
RD1767,04a79800,08,THE_SHADOW_008
RD1768,04a7da00,0c,THE_SHADOW_009
RD1769,04a83c00,09,THE_SHADOW_010
RD1770,04a88600,01,THE_SHADOW_011
RD1771,04a89000,23,THE_SHADOW_012
RD1772,04a9aa00,13,THE_SHADOW_013
RD1773,04aa4400,11,THE_SHADOW_014
RD1774,04aace00,05,THE_SHADOW_015
RD1775,04aaf800,0c,THE_SHADOW_016
RD1776,04ab5a00,0a,THE_SHADOW_017
RD1777,04abac00,0c,THE_SHADOW_018
RD1778,04ac0e00,0a,THE_SHADOW_019
RD1779,04ac6000,01,THE_SHADOW_020
RD1780,04ac6a00,01,THE_SHADOW_021
RD1781,04ac7400,01,THE_SHADOW_022
RD1782,04ac7e00,16,THE_SHADOW_023
RD1783,04ad3000,01,THE_SHADOW_024
RD1784,04ad3a00,05,THE_SHADOW_025
RD1785,04ad6400,08,THE_SHADOW_026
RD1786,04ada600,04,THE_SHADOW_027
RD1787,04adc800,06,THE_SHADOW_028
RD1788,04adfa00,09,THE_SHADOW_029
RD1789,04ae4400,09,THE_SHADOW_030
RD1790,04ae8e00,07,THE_SHADOW_031
RD1791,04aec800,09,THE_SHADOW_032
RD1792,04af1200,0b,THE_SHADOW_033
RD1793,04af6c00,03,THE_SHADOW_034
RD1794,04af8600,0b,THE_SHADOW_035
RD1795,04afe000,0f,THE_SHADOW_036
RD1796,04b05a00,0b,THE_SHADOW_037
RD1797,04b0b400,0b,THE_SHADOW_038
RD1798,04b10e00,13,THE_SHADOW_039
RD1799,04b1a800,15,THE_SHADOW_040
RD1800,04b25200,08,THE_SHADOW_041
RD1801,04b29400,0b,THE_SHADOW_042
RD1802,04b2ee00,01,THE_SHADOW_043
RD1803,04b2f800,0b,THE_SHADOW_044
RD1804,04b35200,0a,THE_SHADOW_045
RD1805,04b3a400,06,THE_SHADOW_046
RD1806,04b3d600,01,THE_SHADOW_047
RD1807,04b3e000,02,THE_SHADOW_048
RD1808,04b3f200,41,THE_WALKING_DEAD_001
RD1809,04b5fc00,18,THE_WALKING_DEAD_002
RD1810,04b6be00,1c,THE_WALKING_DEAD_003
RD1811,04b7a000,16,THE_WALKING_DEAD_004
RD1812,04b85200,16,THE_WALKING_DEAD_005
RD1813,04b90400,4f,THE_WALKING_DEAD_006
RD1814,04bb7e00,78,THE_WALKING_DEAD_007
RD1815,04bf4000,1b,THE_WALKING_DEAD_008
RD1816,04c01a00,2d,THE_WALKING_DEAD_009
RD1817,04c18400,1a,THE_WALKING_DEAD_010
RD1818,04c25600,0a,THE_WALKING_DEAD_011
RD1819,04c2a800,2f,THE_WALKING_DEAD_012
RD1820,04c42200,4b,THE_WALKING_DEAD_013
RD1821,04c67c00,33,THE_WALKING_DEAD_014
RD1822,04c81600,13,THE_WALKING_DEAD_015
RD1823,04c8b000,0e,THE_WALKING_DEAD_016
RD1824,04c92200,0e,THE_WALKING_DEAD_017
RD1825,04c99400,0e,THE_WALKING_DEAD_018
RD1826,04ca0600,14,THE_WALKING_DEAD_019
RD1827,04caa800,08,THE_WALKING_DEAD_020
RD1828,04caea00,e9,THE_WALKING_DEAD_021
RD1829,04d23400,4e,THE_WALKING_DEAD_022
RD1830,04d4a600,50,THE_WALKING_DEAD_023
RD1831,04d72800,12,THEATRE_OF_MAGIC_001
RD1832,04d7ba00,0d,THEATRE_OF_MAGIC_002
RD1833,04d82400,09,THEATRE_OF_MAGIC_003
RD1834,04d86e00,0e,THEATRE_OF_MAGIC_004
RD1835,04d8e000,0b,THEATRE_OF_MAGIC_005
RD1836,04d93a00,20,THEATRE_OF_MAGIC_006
RD1837,04da3c00,14,THEATRE_OF_MAGIC_007
RD1838,04dade00,19,THEATRE_OF_MAGIC_008
RD1839,04dba800,15,THEATRE_OF_MAGIC_009
RD1840,04dc5200,09,THEATRE_OF_MAGIC_010
RD1841,04dc9c00,17,THEATRE_OF_MAGIC_011
RD1842,04dd5600,11,THEATRE_OF_MAGIC_012
RD1843,04dde000,15,THEATRE_OF_MAGIC_013
RD1844,04de8a00,1d,THEATRE_OF_MAGIC_014
RD1845,04df7400,03,THEATRE_OF_MAGIC_015
RD1846,04df8e00,13,THEATRE_OF_MAGIC_016
RD1847,04e02800,11,THEATRE_OF_MAGIC_017
RD1848,04e0b200,0a,THEATRE_OF_MAGIC_018
RD1849,04e10400,12,THEATRE_OF_MAGIC_019
RD1850,04e19600,16,THEATRE_OF_MAGIC_020
RD1851,04e24800,1a,THEATRE_OF_MAGIC_021
RD1852,04e31a00,1a,THEATRE_OF_MAGIC_022
RD1853,04e3ec00,1c,THEATRE_OF_MAGIC_023
RD1854,04e4ce00,03,THEATRE_OF_MAGIC_024
RD1855,04e4e800,16,THEATRE_OF_MAGIC_025
RD1856,04e59a00,0e,THEATRE_OF_MAGIC_026
RD1857,04e60c00,17,THEATRE_OF_MAGIC_027
RD1858,04e6c600,12,THEATRE_OF_MAGIC_028
RD1859,04e75800,0a,THEATRE_OF_MAGIC_029
RD1860,04e7aa00,0b,THEATRE_OF_MAGIC_030
RD1861,04e80400,22,THEATRE_OF_MAGIC_031
RD1862,04e91600,1a,THEATRE_OF_MAGIC_032
RD1863,04e9e800,1a,THEATRE_OF_MAGIC_033
RD1864,04eaba00,04,THEATRE_OF_MAGIC_034
RD1865,04eadc00,15,THEATRE_OF_MAGIC_035
RD1866,04eb8600,14,THEATRE_OF_MAGIC_036
RD1867,04ec2800,16,TRANSFORMERS_001
RD1868,04ecda00,09,TRANSFORMERS_002
RD1869,04ed2400,0f,TRANSFORMERS_003
RD1870,04ed9e00,09,TRANSFORMERS_004
RD1871,04ede800,1a,TRANSFORMERS_005
RD1872,04eeba00,25,TRANSFORMERS_006
RD1873,04efe400,10,TRANSFORMERS_007
RD1874,04f06600,2d,TRANSFORMERS_008
RD1875,04f1d000,1e,TRON_001
RD1876,04f2c200,18,TWILIGHT_ZONE_001
RD1877,04f38400,32,TWILIGHT_ZONE_002
RD1878,04f51600,35,TWILIGHT_ZONE_003
RD1879,04f6c000,10,TWILIGHT_ZONE_004
RD1880,04f74200,18,TWILIGHT_ZONE_005
RD1881,04f80400,25,TWILIGHT_ZONE_006
RD1882,04f92e00,0a,TWILIGHT_ZONE_007
RD1883,04f98000,0e,TWILIGHT_ZONE_008
RD1884,04f9f200,06,TWILIGHT_ZONE_009
RD1885,04fa2400,05,TWILIGHT_ZONE_010
RD1886,04fa4e00,13,TWILIGHT_ZONE_011
RD1887,04fae800,07,TWILIGHT_ZONE_012
RD1888,04fb2200,0d,TWILIGHT_ZONE_013
RD1889,04fb8c00,2a,TWILIGHT_ZONE_014
RD1890,04fcde00,06,TWILIGHT_ZONE_015
RD1891,04fd1000,06,TWILIGHT_ZONE_016
RD1892,04fd4200,0e,TWILIGHT_ZONE_017
RD1893,04fdb400,0d,TWILIGHT_ZONE_018
RD1894,04fe1e00,23,TWILIGHT_ZONE_019
RD1895,04ff3800,14,TWILIGHT_ZONE_020
RD1896,04ffda00,11,TWILIGHT_ZONE_021
RD1897,05006400,04,TWILIGHT_ZONE_022
RD1898,05008600,1b,TWILIGHT_ZONE_023
RD1899,05016000,0d,TWILIGHT_ZONE_024
RD1900,0501ca00,06,TWILIGHT_ZONE_025
RD1901,0501fc00,09,TWILIGHT_ZONE_026
RD1902,05024600,06,TWILIGHT_ZONE_027
RD1903,05027800,0d,TWILIGHT_ZONE_028
RD1904,0502e200,19,TWILIGHT_ZONE_029
RD1905,0503ac00,19,TWILIGHT_ZONE_030
RD1906,05047600,08,TWILIGHT_ZONE_031
RD1907,0504b800,07,TWILIGHT_ZONE_032
RD1908,0504f200,08,TWILIGHT_ZONE_033
RD1909,05053400,0a,TWILIGHT_ZONE_034
RD1910,05058600,0b,TWILIGHT_ZONE_035
RD1911,0505e000,0b,TWILIGHT_ZONE_036
RD1912,05063a00,08,TWILIGHT_ZONE_037
RD1913,05067c00,0c,TWILIGHT_ZONE_038
RD1914,0506de00,1e,WHEEL_OF_FORTUNE_001
RD1915,0507d000,10,WHITE_WATER_001
RD1916,05085200,06,WHITE_WATER_002
RD1917,05088400,08,WHITE_WATER_003
RD1918,0508c600,0a,WHITE_WATER_004
RD1919,05091800,13,WHITE_WATER_005
RD1920,0509b200,12,WHITE_WATER_006
RD1921,050a4400,06,WHITE_WATER_007
RD1922,050a7600,04,WHITE_WATER_008
RD1923,050a9800,0c,WHITE_WATER_009
RD1924,050afa00,0e,WHITE_WATER_010
RD1925,050b6c00,11,WHITE_WATER_011
RD1926,050bf600,04,WHITE_WATER_012
RD1927,050c1800,09,WHITE_WATER_013
RD1928,050c6200,04,WHITE_WATER_014
RD1929,050c8400,0f,WHITE_WATER_015
RD1930,050cfe00,1b,WHITE_WATER_016
RD1931,050dd800,0f,WHITE_WATER_017
RD1932,050e5200,18,WHITE_WATER_018
RD1933,050f1400,1e,WHITE_WATER_019
RD1934,05100600,13,WHITE_WATER_020
RD1935,0510a000,03,WHITE_WATER_021
RD1936,0510ba00,0d,WHITE_WATER_022
RD1937,05112400,06,WHITE_WATER_023
RD1938,05115600,1e,WHITE_WATER_024
RD1939,05124800,0c,WHO_DUNNIT_001
RD1940,0512aa00,01,WHO_DUNNIT_002
RD1941,0512b400,01,WHO_DUNNIT_003
RD1942,0512be00,01,WHO_DUNNIT_004
RD1943,0512c800,01,WHO_DUNNIT_005
RD1944,0512d200,08,WHO_DUNNIT_006
RD1945,05131400,08,WHO_DUNNIT_007
RD1946,05135600,10,WHO_DUNNIT_008
RD1947,0513d800,08,WHO_DUNNIT_009
RD1948,05141a00,0e,WHO_DUNNIT_010
RD1949,05148c00,0d,WHO_DUNNIT_011
RD1950,0514f600,07,WHO_DUNNIT_012
RD1951,05153000,05,WHO_DUNNIT_013
RD1952,05155a00,0d,WHO_DUNNIT_014
RD1953,0515c400,1d,WHO_DUNNIT_015
RD1954,0516ae00,33,WHO_DUNNIT_016
RD1955,05184800,0a,WHO_DUNNIT_017
RD1956,05189a00,0b,WHO_DUNNIT_018
RD1957,0518f400,09,WHO_DUNNIT_019
RD1958,05193e00,0e,WHO_DUNNIT_020
RD1959,0519b000,08,WHO_DUNNIT_021
RD1960,0519f200,02,WILLIAMS_LOGOTYPE_001
RD1961,051a0400,18,WILLIAMS_LOGOTYPE_002
RD1962,051ac600,0a,WORLD_CUP_SOCCER_001
RD1963,051b1800,13,WORLD_CUP_SOCCER_002
RD1964,051bb200,1a,WORLD_CUP_SOCCER_003
RD1965,051c8400,10,WORLD_CUP_SOCCER_004
RD1966,051d0600,1c,WORLD_CUP_SOCCER_005
RD1967,051de800,0f,WORLD_CUP_SOCCER_006
RD1968,051e6200,13,WORLD_CUP_SOCCER_007
RD1969,051efc00,10,WORLD_CUP_SOCCER_008
RD1970,051f7e00,0d,WORLD_CUP_SOCCER_009
RD1971,051fe800,0f,WORLD_CUP_SOCCER_010
RD1972,05206200,06,WORLD_CUP_SOCCER_011
RD1973,05209400,10,WORLD_CUP_SOCCER_012
RD1974,05211600,04,WORLD_CUP_SOCCER_013
RD1975,05213800,0c,WORLD_CUP_SOCCER_014
RD1976,05219a00,02,WORLD_CUP_SOCCER_015
RD1977,0521ac00,09,WORLD_CUP_SOCCER_016
RD1978,0521f600,1c,WORLD_CUP_SOCCER_017
RD1979,0522d800,0d,WORLD_CUP_SOCCER_018
RD1980,05234200,0a,WORLD_CUP_SOCCER_019
RD1981,05239400,12,WORLD_CUP_SOCCER_020
RD1982,05242600,1e,WORLD_CUP_SOCCER_021
RD1983,05251800,09,WORLD_CUP_SOCCER_022
RD1984,05256200,13,WORLD_CUP_SOCCER_023
RD1985,0525fc00,1d,WORLD_CUP_SOCCER_024
RD1986,0526e600,15,WORLD_CUP_SOCCER_025
RD1987,05279000,18,WORLD_CUP_SOCCER_026
RD1988,05285200,09,WORLD_CUP_SOCCER_027
RD1989,05289c00,28,WORLD_CUP_SOCCER_028
RD1990,0529de00,0f,WORLD_CUP_SOCCER_029
RD1991,052a5800,22,WORLD_CUP_SOCCER_030
RD1992,052b6a00,08,WORLD_CUP_SOCCER_031
RD1993,052bac00,08,WORLD_CUP_SOCCER_032
RD1994,052bee00,5f,WORLD_CUP_SOCCER_033
RD1995,052ee800,0f,WORLD_CUP_SOCCER_034
RD1996,052f6200,2d,WORLD_CUP_SOCCER_035
RD1997,0530cc00,09,WORLD_CUP_SOCCER_036
RD1998,05311600,04,WORLD_POKER_TOUR_001
RD1999,05313800,0d,WORLD_POKER_TOUR_002
RD2000,0531a200,12,WORLD_POKER_TOUR_003
RD2001,05323400,16,WORLD_POKER_TOUR_004
RD2002,0532e600,1e,WORLD_POKER_TOUR_005
RD2003,0533d800,0b,WORLD_POKER_TOUR_006
RD2004,05343200,08,WORLD_POKER_TOUR_007
RD2005,05347400,18,WORLD_POKER_TOUR_008
RD2006,05353600,1e,WORLD_POKER_TOUR_009
RD2007,05362800,12,WORLD_POKER_TOUR_010
RD2008,0536ba00,0c,WORLD_POKER_TOUR_011
RD2009,05371c00,1b,WORLD_POKER_TOUR_012
RD2010,0537f600,1c,WORLD_POKER_TOUR_013
RD2011,0538d800,13,WORLD_POKER_TOUR_014
RD2012,05397200,43,WORLD_POKER_TOUR_015
RD2013,053b8c00,17,WORLD_POKER_TOUR_016
RD2014,053c4600,0b,WORLD_POKER_TOUR_017
RD2015,053ca000,06,WORLD_POKER_TOUR_018
RD2016,053cd200,04,WORLD_POKER_TOUR_019
RD2017,053cf400,0e,WORLD_POKER_TOUR_020
RD2018,053d6600,a5,WRESTLEMANIA_001
RD2019,05429000,2b,WRESTLEMANIA_002
RD2020,0543ea00,06,WRESTLEMANIA_003
RD2021,05441c00,06,WRESTLEMANIA_004
RD2022,05444e00,06,WRESTLEMANIA_005
RD2023,05448000,06,WRESTLEMANIA_006
RD2024,0544b200,06,WRESTLEMANIA_007
RD2025,0544e400,06,WRESTLEMANIA_008
RD2026,05451600,06,WRESTLEMANIA_009
RD2027,05454800,06,WRESTLEMANIA_010
RD2028,05457a00,06,WRESTLEMANIA_011
RD2029,0545ac00,06,WRESTLEMANIA_012
RD2030,0545de00,06,WRESTLEMANIA_013
RD2031,05461000,06,WRESTLEMANIA_014
RD2032,05464200,06,WRESTLEMANIA_015
RD2033,05467400,06,WRESTLEMANIA_016
RD2034,0546a600,06,WRESTLEMANIA_017
RD2035,0546d800,06,WRESTLEMANIA_018
RD2036,05470a00,06,WRESTLEMANIA_019
RD2037,05473c00,06,WRESTLEMANIA_020
RD2038,05476e00,06,WRESTLEMANIA_021
RD2039,0547a000,09,WRESTLEMANIA_022
RD2040,0547ea00,28,WRESTLEMANIA_023
RD2041,05492c00,14,WRESTLEMANIA_024
RD2042,0549ce00,0c,WRESTLEMANIA_025
RD2043,054a3000,13,WRESTLEMANIA_026
RD2044,054aca00,20,WRESTLEMANIA_027
RD2045,054bcc00,10,WRESTLEMANIA_028
RD2046,054c4e00,1f,WRESTLEMANIA_029
RD2047,054d4800,1f,WRESTLEMANIA_030
RD2048,054e4200,2c,WRESTLEMANIA_031
RD2049,054fa400,04,WRESTLEMANIA_032
RD2050,054fc600,14,WRESTLEMANIA_033
RD2051,05506800,1d,WRESTLEMANIA_034
RD2052,05515200,28,WRESTLEMANIA_035
RD2053,05529400,28,WRESTLEMANIA_036
RD2054,0553d600,25,WRESTLEMANIA_037
RD2055,05550000,28,WRESTLEMANIA_038
RD2056,05564200,26,WRESTLEMANIA_039
RD2057,05577400,16,WRESTLEMANIA_040
RD2058,05582600,15,WRESTLEMANIA_041
RD2059,0558d000,15,WRESTLEMANIA_042
RD2060,05597a00,15,WRESTLEMANIA_043
RD2061,055a2400,15,WRESTLEMANIA_044
RD2062,055ace00,14,WRESTLEMANIA_045
RD2063,055b7000,10,WRESTLEMANIA_046
RD2064,055bf200,10,WRESTLEMANIA_047
RD2065,055c7400,13,WRESTLEMANIA_048
RD2066,055d0e00,13,WRESTLEMANIA_049
RD2067,055da800,10,WRESTLEMANIA_050
RD2068,055e2a00,0e,WRESTLEMANIA_051
RD2069,055e9c00,13,WRESTLEMANIA_052
RD2070,055f3600,13,WRESTLEMANIA_053
RD2071,055fd000,13,WRESTLEMANIA_054
RD2072,05606a00,0e,WRESTLEMANIA_055
RD2073,0560dc00,0f,WRESTLEMANIA_056
RD2074,05615600,0a,WRESTLEMANIA_057
RD2075,0561a800,06,WRESTLEMANIA_058
RD2076,0561da00,14,WRESTLEMANIA_059
RD2077,05627c00,15,WRESTLEMANIA_060
RD2078,05632600,0a,WRESTLEMANIA_061
RD2079,05637800,27,WRESTLEMANIA_062
RD2080,0564b200,15,WRESTLEMANIA_063
RD2081,05655c00,13,WRESTLEMANIA_064
RD2082,0565f600,1a,WRESTLEMANIA_065
RD2083,0566c800,0d,WRESTLEMANIA_066
RD2084,05673200,0e,WRESTLEMANIA_067
RD2085,0567a400,24,WRESTLEMANIA_068
RD2086,0568c600,0f,WRESTLEMANIA_069
RD2087,05694000,0a,WRESTLEMANIA_070
RD2088,05699200,5b,WRESTLEMANIA_071
RD2089,056c6c00,08,WRESTLEMANIA_072
RD2090,056cae00,30,WRESTLEMANIA_073
RD2091,056e3000,06,WRESTLEMANIA_074
RD2092,056e6200,06,WRESTLEMANIA_075
RD2093,056e9400,06,WRESTLEMANIA_076
RD2094,056ec600,17,WRESTLEMANIA_077
RD2095,056f8000,16,WRESTLEMANIA_078
RD2096,05703200,0e,WRESTLEMANIA_079
RD2097,0570a400,1f,WRESTLEMANIA_080
RD2098,05719e00,0d,WRESTLEMANIA_081
RD2099,05720800,28,WRESTLEMANIA_082
RD2100,05734a00,0a,WRESTLEMANIA_083
RD2101,05739c00,13,WRESTLEMANIA_084
RD2102,05743600,27,WRESTLEMANIA_085
RD2103,05757000,04,WRESTLEMANIA_086
RD2104,05759200,04,WRESTLEMANIA_087
RD2105,0575b400,01,WRESTLEMANIA_088
RD2106,0575be00,08,WRESTLEMANIA_089
RD2107,05760000,08,WRESTLEMANIA_090
RD2108,05764200,0d,WRESTLEMANIA_091
RD2109,0576ac00,04,WRESTLEMANIA_092
RD2110,0576ce00,0f,WRESTLEMANIA_093
RD2111,05774800,08,WRESTLEMANIA_094
RD2112,05778a00,06,WRESTLEMANIA_095
RD2113,0577bc00,16,WRESTLEMANIA_096
RD2114,05786e00,16,WRESTLEMANIA_097
RD2115,05792000,16,WRESTLEMANIA_098
RD2116,0579d200,16,WRESTLEMANIA_099
RD2117,057a8400,11,WRESTLEMANIA_100
RD2118,057b0e00,11,WRESTLEMANIA_101
RD2119,057b9800,1e,WRESTLEMANIA_102
RD2120,057c8a00,09,WRESTLEMANIA_103
RD2121,057cd400,01,WRESTLEMANIA_104
RD2122,057cde00,0c,WRESTLEMANIA_105
RD2123,057d4000,0c,WRESTLEMANIA_106
RD2124,057da200,08,WRESTLEMANIA_107
RD2125,057de400,08,WRESTLEMANIA_108
RD2126,057e2600,15,WRESTLEMANIA_109
RD2127,057ed000,21,WRESTLEMANIA_110
RD2128,057fda00,01,WRESTLEMANIA_111
RD2129,057fe400,01,WRESTLEMANIA_112
